666666.100010.197 -> 3PGA_AMINOACIDS|2|Phosphoserine_aminotransferase_3|seed	gi|666666.100010.197|666666.100010|GCA_003351765.1_ASM335176v1_genomic.gbk|3phosphoserinephosphohydroxythreonine_transaminase|GCA0033517651ASM335176v1genomicgbk
666666.100040.1497 -> Glycolysis|4|Fructose_biphosphate_aldolase_1|seed	gi|666666.100040.1497|666666.100040|GCA_030537745.1_ASM3053774v1_genomic.gbk|class_II_fructosebisphosphate_aldolase|GCA0305377451ASM3053774v1genomicgbk
666666.100005.429 -> R5P_AMINOACIDS|7|imidazoleglycerol_phosphate_dehydratase_1|seed	gi|666666.100005.429|666666.100005|GCA_001685415.1_ASM168541v1_genomic.gbk|Histidinolphosphatase|GCA0016854151ASM168541v1genomicgbk
666666.100006.2420 -> OXALACETATE_AMINOACIDS|18|Methionine_synthase_1|seed	gi|666666.100006.2420|666666.100006|GCA_001942225.1_ASM194222v1_genomic.gbk|methionine_synthase|GCA0019422251ASM194222v1genomicgbk
666666.100041.1351 -> Glycolysis|1|Glucose_kinase_1|seed	gi|666666.100041.1351|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|ROK_family_glucokinase|GCA0352672251ASM3526722v1genomicgbk
666666.100032.3408 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_3|seed	gi|666666.100032.3408|666666.100032|GCA_023923225.1_ASM2392322v1_genomic.gbk|3isopropylmalate_dehydratase_large_subunit|GCA0239232251ASM2392322v1genomicgbk
666666.100031.2937 -> PPP|3|phosphogluconate_dehydrogenase_6|seed	gi|666666.100031.2937|666666.100031|GCA_023923205.1_ASM2392320v1_genomic.gbk|NADPdependent_phosphogluconate_dehydrogenase|GCA0239232051ASM2392320v1genomicgbk
666666.100041.1681 -> PPP|3|phosphogluconate_dehydrogenase_2|seed	gi|666666.100041.1681|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|decarboxylating_6phosphogluconate_dehydrogenase|GCA0352672251ASM3526722v1genomicgbk
666666.100041.2077 -> OXALACETATE_AMINOACIDS|5|Homoserine_dehydrogenase_1|seed	gi|666666.100041.2077|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|homoserine_dehydrogenase|GCA0352672251ASM3526722v1genomicgbk
666666.100032.2241 -> PPP|6|transketolaseA_1|seed	gi|666666.100032.2241|666666.100032|GCA_023923225.1_ASM2392322v1_genomic.gbk|transketolase|GCA0239232251ASM2392322v1genomicgbk
666666.100025.2773 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_5|seed	gi|666666.100025.2773|666666.100025|GCA_014636495.1_ASM1463649v1_genomic.gbk|4hydroxytetrahydrodipicolinate_synthase|GCA0146364951ASM1463649v1genomicgbk
666666.100027.536 -> R5P_AMINOACIDS|1|ribosephosphate_pyrophosphokinase_1|seed	gi|666666.100027.536|666666.100027|GCA_019457945.1_ASM1945794v1_genomic.gbk|ribosephosphate_diphosphokinase|GCA0194579451ASM1945794v1genomicgbk
666666.100027.1761 -> PPP|1|Glucose_6_phosphate_dehydrogenase_2|seed	gi|666666.100027.1761|666666.100027|GCA_019457945.1_ASM1945794v1_genomic.gbk|glucose6phosphate_dehydrogenase|GCA0194579451ASM1945794v1genomicgbk
666666.100007.2353 -> E4P_AMINO_ACIDS|4|Shikimate_dehydrogenase_2|seed	gi|666666.100007.2353|666666.100007|GCA_001942405.1_ASM194240v1_genomic.gbk|hypothetical_protein|GCA0019424051ASM194240v1genomicgbk
666666.100041.2307 -> TCA|2|Aconitate_hydratase_1|seed	gi|666666.100041.2307|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|aconitate_hydratase|GCA0352672251ASM3526722v1genomicgbk
666666.100031.1992 -> Glycolysis|1|Glucose_kinase_2|seed	gi|666666.100031.1992|666666.100031|GCA_023923205.1_ASM2392320v1_genomic.gbk|ROK_family_protein|GCA0239232051ASM2392320v1genomicgbk
666666.100004.1293 -> TCA|10|Succinate_dehydrogenase_flavoprotein_1|seed	gi|666666.100004.1293|666666.100004|GCA_001483745.1_ASM148374v1_genomic.gbk|succinate_dehydrogenase|GCA0014837451ASM148374v1genomicgbk
666666.100020.705 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_2|seed	gi|666666.100020.705|666666.100020|GCA_007197575.1_ASM719757v1_genomic.gbk|dihydroxyacid_dehydratase|GCA0071975751ASM719757v1genomicgbk
666666.100032.2290 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_2|seed	gi|666666.100032.2290|666666.100032|GCA_023923225.1_ASM2392322v1_genomic.gbk|tryptophan_synthase_subunit_alpha|GCA0239232251ASM2392322v1genomicgbk
666666.100040.301 -> Glycolysis|3|Phosphofructokinase_2|seed	gi|666666.100040.301|666666.100040|GCA_030537745.1_ASM3053774v1_genomic.gbk|ATPdependent_6phosphofructokinase|GCA0305377451ASM3053774v1genomicgbk
666666.100030.811 -> PPP|3|phosphogluconate_dehydrogenase_2|seed	gi|666666.100030.811|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|decarboxylating_6phosphogluconate_dehydrogenase|GCA0230157651ASM2301576v1genomicgbk
666666.100026.2787 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_2|seed	gi|666666.100026.2787|666666.100026|GCA_014644955.1_ASM1464495v1_genomic.gbk|dihydroxyacid_dehydratase|GCA0146449551ASM1464495v1genomicgbk
666666.100010.1493 -> OXALACETATE_AMINOACIDS|6|Homoserine_kinase_1|seed	gi|666666.100010.1493|666666.100010|GCA_003351765.1_ASM335176v1_genomic.gbk|homoserine_kinase|GCA0033517651ASM335176v1genomicgbk
666666.100004.758 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_3|seed	gi|666666.100004.758|666666.100004|GCA_001483745.1_ASM148374v1_genomic.gbk|hypothetical_protein|GCA0014837451ASM148374v1genomicgbk
666666.100031.2512 -> OXALACETATE_AMINOACIDS|7|Threonine_synthase_1|seed	gi|666666.100031.2512|666666.100031|GCA_023923205.1_ASM2392320v1_genomic.gbk|threonine_synthase|GCA0239232051ASM2392320v1genomicgbk
666666.100028.21 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_9|seed	gi|666666.100028.21|666666.100028|GCA_021272345.1_ASM2127234v1_genomic.gbk|type_I_glutamateammonia_ligase|GCA0212723451ASM2127234v1genomicgbk
666666.100006.751 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_6|seed	gi|666666.100006.751|666666.100006|GCA_001942225.1_ASM194222v1_genomic.gbk|glutamine_synthetase|GCA0019422251ASM194222v1genomicgbk
666666.100029.1 -> TCA|11|fumarate_reductase_ironsulfur_subunit_3|seed	gi|666666.100029.1|666666.100029|GCA_021535045.1_ASM2153504v1_genomic.gbk|succinate_dehydrogenasefumarate_reductase_ironsulfur_subunit|GCA0215350451ASM2153504v1genomicgbk
666666.100010.2975 -> E4P_AMINO_ACIDS|17|Prephenate_dehydratase_1|seed	gi|666666.100010.2975|666666.100010|GCA_003351765.1_ASM335176v1_genomic.gbk|prephenate_dehydratase|GCA0033517651ASM335176v1genomicgbk
666666.100041.743 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_2|seed	gi|666666.100041.743|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|alanine_racemase|GCA0352672251ASM3526722v1genomicgbk
666666.100027.846 -> OXALACETATE_AMINOACIDS|9|dihydropicolinate_reductase_3|seed	gi|666666.100027.846|666666.100027|GCA_019457945.1_ASM1945794v1_genomic.gbk|4hydroxytetrahydrodipicolinate_reductase|GCA0194579451ASM1945794v1genomicgbk
666666.100023.1602 -> PPP|6|transketolaseA_1|seed	gi|666666.100023.1602|666666.100023|GCA_008843165.1_ASM884316v1_genomic.gbk|transketolase|GCA0088431651ASM884316v1genomicgbk
666666.100029.397 -> Glycolysis|1|Glucose_kinase_2|seed	gi|666666.100029.397|666666.100029|GCA_021535045.1_ASM2153504v1_genomic.gbk|ROK_family_protein|GCA0215350451ASM2153504v1genomicgbk
666666.100007.144 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_1|seed	gi|666666.100007.144|666666.100007|GCA_001942405.1_ASM194240v1_genomic.gbk|cysteine_synthase_A|GCA0019424051ASM194240v1genomicgbk
666666.100041.1923 -> TCA|8|succinylCoA_synthetase_subunit_beta_2|seed	gi|666666.100041.1923|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|ADPforming_succinateCoA_ligase_subunit_beta|GCA0352672251ASM3526722v1genomicgbk
666666.100004.1975 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_1|seed	gi|666666.100004.1975|666666.100004|GCA_001483745.1_ASM148374v1_genomic.gbk|4aminobutyrate_aminotransferase|GCA0014837451ASM148374v1genomicgbk
666666.100040.2655 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_2|seed	gi|666666.100040.2655|666666.100040|GCA_030537745.1_ASM3053774v1_genomic.gbk|tryptophan_synthase_subunit_alpha|GCA0305377451ASM3053774v1genomicgbk
666666.100041.1972 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_2|seed	gi|666666.100041.1972|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|dihydroxyacid_dehydratase|GCA0352672251ASM3526722v1genomicgbk
666666.100008.1855 -> OXALACETATE_AMINOACIDS|11|succinyldiaminopimelate_transaminase_1|seed	gi|666666.100008.1855|666666.100008|GCA_001942435.1_ASM194243v1_genomic.gbk|aminotransferase|GCA0019424351ASM194243v1genomicgbk
666666.100008.864 -> R5P_AMINOACIDS|1|ribosephosphate_pyrophosphokinase_4|seed	gi|666666.100008.864|666666.100008|GCA_001942435.1_ASM194243v1_genomic.gbk|ribosephosphate_pyrophosphokinase|GCA0019424351ASM194243v1genomicgbk
666666.100023.2518 -> Glycolysis|8|phosphoglycerate_mutase_1|seed	gi|666666.100023.2518|666666.100023|GCA_008843165.1_ASM884316v1_genomic.gbk|phosphoglyceromutase|GCA0088431651ASM884316v1genomicgbk
666666.100028.639 -> R5P_AMINOACIDS|1|ribosephosphate_pyrophosphokinase_3|seed	gi|666666.100028.639|666666.100028|GCA_021272345.1_ASM2127234v1_genomic.gbk|ribosephosphate_diphosphokinase|GCA0212723451ASM2127234v1genomicgbk
666666.100030.1661 -> OXALACETATE_AMINOACIDS|11|succinyldiaminopimelate_transaminase_1|seed	gi|666666.100030.1661|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|pyridoxal_phosphatedependent_aminotransferase|GCA0230157651ASM2301576v1genomicgbk
666666.100005.141 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_3|seed	gi|666666.100005.141|666666.100005|GCA_001685415.1_ASM168541v1_genomic.gbk|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase|GCA0016854151ASM168541v1genomicgbk
666666.100004.3006 -> PYR_THR_AA|2|Threonine_ammonialiase_2|seed	gi|666666.100004.3006|666666.100004|GCA_001483745.1_ASM148374v1_genomic.gbk|threonine_dehydratase|GCA0014837451ASM148374v1genomicgbk
666666.100020.1713 -> ALPHAKETOGLUTARATE_AMINOACIDS|2|glutamate	gi|666666.100020.1713|666666.100020|GCA_007197575.1_ASM719757v1_genomic.gbk|NADPspecific_glutamate_dehydrogenase|GCA0071975751ASM719757v1genomicgbk
666666.100032.3388 -> OXALACETATE_AMINOACIDS|5|Homoserine_dehydrogenase_1|seed	gi|666666.100032.3388|666666.100032|GCA_023923225.1_ASM2392322v1_genomic.gbk|homoserine_dehydrogenase|GCA0239232251ASM2392322v1genomicgbk
666666.100044.3157 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_1|seed	gi|666666.100044.3157|666666.100044|GCA_900221015.1_IMGtaxon_2671180024_annotated_assembly_genomic.gbk|glycine_hydroxymethyltransferase|GCA9002210151IMGtaxon2671180024annotatedassemblygenomicgbk
666666.100027.1693 -> E4P_AMINO_ACIDS|4|Shikimate_dehydrogenase_2|seed	gi|666666.100027.1693|666666.100027|GCA_019457945.1_ASM1945794v1_genomic.gbk|shikimate_dehydrogenase|GCA0194579451ASM1945794v1genomicgbk
666666.100032.268 -> R5P_AMINOACIDS|8|histidinolphosphate_aminotransferase_1|seed	gi|666666.100032.268|666666.100032|GCA_023923225.1_ASM2392322v1_genomic.gbk|histidinolphosphate_transaminase|GCA0239232251ASM2392322v1genomicgbk
666666.100006.44 -> PYR_THR_AA|7|Isopropyl_malate_synthase_2|seed	gi|666666.100006.44|666666.100006|GCA_001942225.1_ASM194222v1_genomic.gbk|2isopropylmalate_synthase|GCA0019422251ASM194222v1genomicgbk
666666.100042.453 -> PPP|3|phosphogluconate_dehydrogenase_6|seed	gi|666666.100042.453|666666.100042|GCA_035581545.1_ASM3558154v1_genomic.gbk|NADPbinding_domaincontaining_protein|GCA0355815451ASM3558154v1genomicgbk
666666.100029.978 -> TCA|13|malate_dehydrogenase_1|seed	gi|666666.100029.978|666666.100029|GCA_021535045.1_ASM2153504v1_genomic.gbk|malate_dehydrogenase|GCA0215350451ASM2153504v1genomicgbk
666666.100025.1748 -> TCA|10|Succinate_dehydrogenase_flavoprotein_4|seed	gi|666666.100025.1748|666666.100025|GCA_014636495.1_ASM1463649v1_genomic.gbk|Laspartate_oxidase|GCA0146364951ASM1463649v1genomicgbk
666666.100027.476 -> OXALACETATE_AMINOACIDS|5|Homoserine_dehydrogenase_1|seed	gi|666666.100027.476|666666.100027|GCA_019457945.1_ASM1945794v1_genomic.gbk|homoserine_dehydrogenase|GCA0194579451ASM1945794v1genomicgbk
666666.100030.2482 -> R5P_AMINOACIDS|2|ATP_phosphoribosyltransferase_1|seed	gi|666666.100030.2482|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|ATP_phosphoribosyltransferase|GCA0230157651ASM2301576v1genomicgbk
666666.100007.2401 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_2|seed	gi|666666.100007.2401|666666.100007|GCA_001942405.1_ASM194240v1_genomic.gbk|glutamate_synthase_subunit_alpha|GCA0019424051ASM194240v1genomicgbk
666666.100006.2048 -> PPP|6|transketolaseA_3|seed	gi|666666.100006.2048|666666.100006|GCA_001942225.1_ASM194222v1_genomic.gbk|transketolase|GCA0019422251ASM194222v1genomicgbk
666666.100030.642 -> TCA|13|malate_dehydrogenase_1|seed	gi|666666.100030.642|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|malate_dehydrogenase|GCA0230157651ASM2301576v1genomicgbk
666666.100027.2329 -> TCA|8|succinylCoA_synthetase_subunit_beta_2|seed	gi|666666.100027.2329|666666.100027|GCA_019457945.1_ASM1945794v1_genomic.gbk|ADPforming_succinateCoA_ligase_subunit_beta|GCA0194579451ASM1945794v1genomicgbk
666666.100025.542 -> E4P_AMINO_ACIDS|4|Shikimate_dehydrogenase_3|seed	gi|666666.100025.542|666666.100025|GCA_014636495.1_ASM1463649v1_genomic.gbk|shikimate_dehydrogenase_NADP|GCA0146364951ASM1463649v1genomicgbk
666666.100020.1682 -> Glycolysis|1|Glucose_kinase_1|seed	gi|666666.100020.1682|666666.100020|GCA_007197575.1_ASM719757v1_genomic.gbk|ROK_family_glucokinase|GCA0071975751ASM719757v1genomicgbk
666666.100023.538 -> E4P_AMINO_ACIDS|17|Prephenate_dehydratase_1|seed	gi|666666.100023.538|666666.100023|GCA_008843165.1_ASM884316v1_genomic.gbk|prephenate_dehydratase|GCA0088431651ASM884316v1genomicgbk
666666.100020.274 -> PPP|3|phosphogluconate_dehydrogenase_2|seed	gi|666666.100020.274|666666.100020|GCA_007197575.1_ASM719757v1_genomic.gbk|decarboxylating_6phosphogluconate_dehydrogenase|GCA0071975751ASM719757v1genomicgbk
666666.100030.1247 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_3|seed	gi|666666.100030.1247|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|ornithine_carbamoyltransferase|GCA0230157651ASM2301576v1genomicgbk
666666.100031.2968 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate	gi|666666.100031.2968|666666.100031|GCA_023923205.1_ASM2392320v1_genomic.gbk|argininosuccinate_synthase|GCA0239232051ASM2392320v1genomicgbk
666666.100042.1255 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_3|seed	gi|666666.100042.1255|666666.100042|GCA_035581545.1_ASM3558154v1_genomic.gbk|15phosphoribosyl55_phosphoribosylaminomethylideneaminoimidazole4_carboxamide_isomerase|GCA0355815451ASM3558154v1genomicgbk
666666.100041.1239 -> 3PGA_AMINOACIDS|1|Phosphoglycerate_dehydrogenase_4|seed	gi|666666.100041.1239|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|phosphoglycerate_dehydrogenase|GCA0352672251ASM3526722v1genomicgbk
666666.100041.1104 -> Glycolysis|10|Pyruvate_kinase_2|seed	gi|666666.100041.1104|666666.100041|GCA_035267225.1_ASM3526722v1_genomic.gbk|pyruvate_kinase|GCA0352672251ASM3526722v1genomicgbk
666666.100005.1365 -> TCA|11|fumarate_reductase_ironsulfur_subunit_3|seed	gi|666666.100005.1365|666666.100005|GCA_001685415.1_ASM168541v1_genomic.gbk|Succinate_dehydrogenase_ironsulfur_protein|GCA0016854151ASM168541v1genomicgbk
666666.100031.842 -> R5P_AMINOACIDS|9|histidinol_phosphatase_1|seed	gi|666666.100031.842|666666.100031|GCA_023923205.1_ASM2392320v1_genomic.gbk|histidinol_phosphatase|GCA0239232051ASM2392320v1genomicgbk
666666.100023.562 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_1|seed	gi|666666.100023.562|666666.100023|GCA_008843165.1_ASM884316v1_genomic.gbk|serine_hydroxymethyltransferase|GCA0088431651ASM884316v1genomicgbk
666666.100023.1638 -> E4P_AMINO_ACIDS|13|Tryptophan_synthase_beta_2|seed	gi|666666.100023.1638|666666.100023|GCA_008843165.1_ASM884316v1_genomic.gbk|tryptophan_synthase_subunit_beta|GCA0088431651ASM884316v1genomicgbk
666666.100030.2115 -> E4P_AMINO_ACIDS|7|Chorismate_synthase_1|seed	gi|666666.100030.2115|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|chorismate_synthase|GCA0230157651ASM2301576v1genomicgbk
666666.100042.1739 -> R5P_AMINOACIDS|9|histidinol_phosphatase_1|seed	gi|666666.100042.1739|666666.100042|GCA_035581545.1_ASM3558154v1_genomic.gbk|inositol_monophosphatase_family_protein|GCA0355815451ASM3558154v1genomicgbk
666666.100028.895 -> Glycolysis|4|Fructose_biphosphate_aldolase_1|seed	gi|666666.100028.895|666666.100028|GCA_021272345.1_ASM2127234v1_genomic.gbk|class_II_fructosebisphosphate_aldolase|GCA0212723451ASM2127234v1genomicgbk
666666.100030.2486 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_1|seed	gi|666666.100030.2486|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|imidazole_glycerol_phosphate_synthase_subunit_HisH|GCA0230157651ASM2301576v1genomicgbk
666666.100005.249 -> Glycolysis|7|phosphoglycerate_kinase_1|seed	gi|666666.100005.249|666666.100005|GCA_001685415.1_ASM168541v1_genomic.gbk|Phosphoglycerate_kinase|GCA0016854151ASM168541v1genomicgbk
666666.100044.645 -> PPP|1|Glucose_6_phosphate_dehydrogenase_2|seed	gi|666666.100044.645|666666.100044|GCA_900221015.1_IMGtaxon_2671180024_annotated_assembly_genomic.gbk|glucose6phosphate_1dehydrogenase|GCA9002210151IMGtaxon2671180024annotatedassemblygenomicgbk
666666.100031.3033 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_2|seed	gi|666666.100031.3033|666666.100031|GCA_023923205.1_ASM2392320v1_genomic.gbk|pyridoxal_phosphatedependent_aminotransferase|GCA0239232051ASM2392320v1genomicgbk
666666.100004.1430 -> PPP|6|transketolaseA_3|seed	gi|666666.100004.1430|666666.100004|GCA_001483745.1_ASM148374v1_genomic.gbk|transketolase|GCA0014837451ASM148374v1genomicgbk
666666.100020.2299 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_1|seed	gi|666666.100020.2299|666666.100020|GCA_007197575.1_ASM719757v1_genomic.gbk|argininosuccinate_lyase|GCA0071975751ASM719757v1genomicgbk
666666.100032.2328 -> E4P_AMINO_ACIDS|5|Shikimate_kinase_1|seed	gi|666666.100032.2328|666666.100032|GCA_023923225.1_ASM2392322v1_genomic.gbk|shikimate_kinase|GCA0239232251ASM2392322v1genomicgbk
666666.100030.2312 -> TCA|2|Aconitate_hydratase_1|seed	gi|666666.100030.2312|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|aconitate_hydratase|GCA0230157651ASM2301576v1genomicgbk
666666.100030.1127 -> PPP|2|6_phosphogluconolactonase_2|seed	gi|666666.100030.1127|666666.100030|GCA_023015765.1_ASM2301576v1_genomic.gbk|6phosphogluconolactonase|GCA0230157651ASM2301576v1genomicgbk
666666.100027.2088 -> E4P_AMINO_ACIDS|1|2_dehydro_3_deoxyphosphoheptonate_aldolase_3|seed	gi|666666.100027.2088|666666.100027|GCA_019457945.1_ASM1945794v1_genomic.gbk|3deoxy7phosphoheptulonate_synthase_class_II|GCA0194579451ASM1945794v1genomicgbk
666666.100032.3617 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline-5-carboxylate_reductase_3|seed	gi|666666.100032.3617|666666.100032|GCA_023923225.1_ASM2392322v1_genomic.gbk|pyrroline5carboxylate_reductase|GCA0239232251ASM2392322v1genomicgbk
666666.100040.2657 -> E4P_AMINO_ACIDS|11|Indole3glycerol_phosphate_synthase_1|seed	gi|666666.100040.2657|666666.100040|GCA_030537745.1_ASM3053774v1_genomic.gbk|indole3glycerol_phosphate_synthase_TrpC|GCA0305377451ASM3053774v1genomicgbk
666666.100031.3249 -> Glycolysis|3|Phosphofructokinase_2|seed	gi|666666.100031.3249|666666.100031|GCA_023923205.1_ASM2392320v1_genomic.gbk|ATPdependent_6phosphofructokinase|GCA0239232051ASM2392320v1genomicgbk
666666.100010.2872 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_3|seed	gi|666666.100010.2872|666666.100010|GCA_003351765.1_ASM335176v1_genomic.gbk|ornithine_carbamoyltransferase|GCA0033517651ASM335176v1genomicgbk
666666.100004.1429 -> PPP|7|transaldolase_2|seed	gi|666666.100004.1429|666666.100004|GCA_001483745.1_ASM148374v1_genomic.gbk|transaldolase|GCA0014837451ASM148374v1genomicgbk
666666.100008.1384 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_3|seed	gi|666666.100008.1384|666666.100008|GCA_001942435.1_ASM194243v1_genomic.gbk|hypothetical_protein|GCA0019424351ASM194243v1genomicgbk
666666.100031.2943 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_2|seed	gi|666666.100031.2943|666666.100031|GCA_023923205.1_ASM2392320v1_genomic.gbk|dihydroxyacid_dehydratase|GCA0239232051ASM2392320v1genomicgbk
666666.100032.514 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_3|seed	gi|666666.100032.514|666666.100032|GCA_023923225.1_ASM2392322v1_genomic.gbk|ketolacid_reductoisomerase|GCA0239232251ASM2392322v1genomicgbk
666666.100007.193 -> TCA|2|Aconitate_hydratase_1|seed	gi|666666.100007.193|666666.100007|GCA_001942405.1_ASM194240v1_genomic.gbk|aconitate_hydratase|GCA0019424051ASM194240v1genomicgbk
666666.100004.1421 -> Glycolysis|6|glyceraldehyde3phosphate_dehydrogenase_4|seed	gi|666666.100004.1421|666666.100004|GCA_001483745.1_ASM148374v1_genomic.gbk|glyceraldehyde3phosphate_dehydrogenase|GCA0014837451ASM148374v1genomicgbk
666666.100026.2606 -> R5P_AMINOACIDS|7|imidazoleglycerol_phosphate_dehydratase_1|seed	gi|666666.100026.2606|666666.100026|GCA_014644955.1_ASM1464495v1_genomic.gbk|histidine_biosynthesis_bifunctional_protein_HisB|GCA0146449551ASM1464495v1genomicgbk
666666.100025.2583 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_1|seed	gi|666666.100025.2583|666666.100025|GCA_014636495.1_ASM1463649v1_genomic.gbk|aminodeoxychorismate_synthase_component_I|GCA0146364951ASM1463649v1genomicgbk
666666.100008.36 -> OXALACETATE_AMINOACIDS|3|Aspartate_kinase_1|seed	gi|666666.100008.36|666666.100008|GCA_001942435.1_ASM194243v1_genomic.gbk|aspartate_kinase|GCA0019424351ASM194243v1genomicgbk
666666.100004.988 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate	gi|666666.100004.988|666666.100004|GCA_001483745.1_ASM148374v1_genomic.gbk|argininosuccinate_synthase|GCA0014837451ASM148374v1genomicgbk
